"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"7799",7799,75,311184,13,24,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7800",7800,43,159449,10,40,"Local.gov","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"7801",7801,18,168288,9,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7802",7802,20,275190,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7803",7803,32,189838,9,50,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7804",7804,57,101338,13,20,"Self.emp.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7805",7805,43,331894,10,60,"Private","married","Transport.moving","White","Male","US","More_than_50K",0
"7806",7806,18,40293,9,40,"Self.emp.not.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7807",7807,41,88904,13,40,"Local.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"7808",7808,48,145041,9,40,"Private","not-married","Machine.op.inspct","White","Male","other","Less_or_equal_50K",0
"7809",7809,41,363591,11,40,"State.gov","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7810",7810,33,267859,9,40,"Private","not-married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"7811",7811,58,190747,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7812",7812,22,162869,10,65,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7813",7813,33,141229,10,50,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7814",7814,42,174216,15,38,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",0
"7815",7815,25,366416,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7816",7816,39,172538,9,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7817",7817,35,193026,13,45,"Private","married","Sales","White","Male","US","More_than_50K",0
"7818",7818,49,337768,14,50,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",0
"7819",7819,25,179059,13,40,"Local.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7820",7820,47,99549,10,40,"Federal.gov","other","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7821",7821,46,72619,10,40,"Private","married","Exec.managerial","White","Female","US","More_than_50K",0
"7822",7822,42,55764,12,40,"State.gov","other","Prof.specialty","Black","Male","US","Less_or_equal_50K",0
"7823",7823,37,30267,7,60,"Private","not-married","Transport.moving","White","Male","US","More_than_50K",0
"7824",7824,25,308144,13,40,"Private","not-married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"7825",7825,26,282304,10,45,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7826",7826,45,142719,13,40,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",0
"7827",7827,34,114973,9,30,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7828",7828,33,159548,12,40,"Federal.gov","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7829",7829,43,91209,13,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7830",7830,28,196564,9,45,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7831",7831,51,149220,10,75,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7832",7832,21,169699,10,35,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7833",7833,23,218215,12,35,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7834",7834,30,156718,9,40,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",0
"7835",7835,46,55720,14,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7836",7836,38,257250,9,50,"Self.emp.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7837",7837,20,194630,9,40,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7838",7838,33,196266,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"7839",7839,45,197332,13,40,"Local.gov","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7840",7840,47,97842,10,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7841",7841,17,57324,6,30,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7842",7842,43,116852,9,36,"Private","married","Exec.managerial","White","Female","other","More_than_50K",0
"7843",7843,37,38468,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7844",7844,44,188808,11,40,"Local.gov","married","Craft.repair","White","Male","US","More_than_50K",0
"7845",7845,41,187322,9,48,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7846",7846,38,168680,10,40,"Private","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7847",7847,23,256755,13,40,"Private","not-married","Handlers.cleaners","White","Female","other","Less_or_equal_50K",0
"7848",7848,18,188476,7,20,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7849",7849,47,30457,11,40,"Private","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7850",7850,25,252752,10,8,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7851",7851,41,443508,9,50,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7852",7852,23,244408,10,24,"Private","not-married","Adm.clerical","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7853",7853,41,178983,9,40,"Private","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7854",7854,30,247328,10,40,"Local.gov","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7855",7855,42,201732,10,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"7856",7856,35,246829,9,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7857",7857,29,119170,10,40,"Private","other","Tech.support","White","Female","US","Less_or_equal_50K",0
"7858",7858,21,207923,10,15,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7859",7859,48,170142,14,40,"State.gov","other","Prof.specialty","White","Male","US","More_than_50K",0
"7860",7860,44,187164,9,60,"Self.emp.not.inc","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7861",7861,34,303867,5,40,"Local.gov","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7862",7862,19,291429,9,25,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7863",7863,32,213179,10,40,"Private","other","Craft.repair","White","Male","US","More_than_50K",0
"7864",7864,31,111843,12,40,"State.gov","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"7865",7865,47,68493,9,40,"Federal.gov","married","Adm.clerical","Black","Male","US","More_than_50K",0
"7866",7866,46,340718,7,40,"Federal.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7867",7867,18,194059,8,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7868",7868,28,286310,9,40,"State.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7869",7869,38,207202,9,48,"Private","married","Machine.op.inspct","White","Male","US","More_than_50K",0
"7870",7870,33,132601,9,40,"Self.emp.inc","married","Craft.repair","White","Male","US","More_than_50K",0
"7871",7871,41,160785,11,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7872",7872,38,225605,10,44,"Local.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7873",7873,24,190290,13,60,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7874",7874,49,164799,9,40,"Private","married","Machine.op.inspct","White","Male","US","More_than_50K",0
"7875",7875,60,21876,10,40,"Federal.gov","other","Prof.specialty","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"7876",7876,44,160785,13,60,"Private","married","Sales","White","Male","US","More_than_50K",0
"7877",7877,63,272425,11,40,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",0
"7878",7878,40,168538,9,60,"Private","married","Sales","White","Male","US","More_than_50K",0
"7879",7879,45,204205,10,50,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",0
"7880",7880,36,169926,9,40,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"7881",7881,65,205024,9,8,"Local.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7882",7882,41,374764,13,20,"Private","other","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7883",7883,25,108779,14,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7884",7884,60,227332,11,40,"Private","other","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7885",7885,17,246308,7,20,"Local.gov","not-married","Prof.specialty","White","Female","other","Less_or_equal_50K",0
"7886",7886,28,51331,12,16,"Private","married","Exec.managerial","White","Female","US","More_than_50K",0
"7887",7887,31,153078,12,50,"Private","not-married","Craft.repair","Other","Male","US","Less_or_equal_50K",0
"7888",7888,47,169180,14,35,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7889",7889,45,193451,10,45,"Self.emp.not.inc","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7890",7890,51,305147,13,40,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7891",7891,23,138892,9,40,"Private","not-married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"7892",7892,34,223267,9,50,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7893",7893,19,29250,10,10,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7894",7894,46,29696,9,40,"State.gov","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7895",7895,37,632613,6,35,"Private","married","Farming.fishing","White","Male","other","Less_or_equal_50K",0
"7896",7896,56,282023,15,45,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7897",7897,29,77760,9,45,"Private","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7898",7898,46,148599,14,50,"Self.emp.not.inc","married","Craft.repair","White","Male","US","More_than_50K",0
"7899",7899,55,414994,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7900",7900,34,499249,9,40,"Private","other","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"7901",7901,41,252058,13,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7902",7902,34,117963,15,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7903",7903,27,194652,9,40,"Private","not-married","Craft.repair","Black","Male","US","Less_or_equal_50K",0
"7904",7904,29,299705,10,37,"Private","not-married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"7905",7905,19,27433,8,30,"Federal.gov","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7906",7906,47,39986,13,40,"Local.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7907",7907,43,135342,10,50,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",0
"7908",7908,52,270142,11,60,"Private","other","Exec.managerial","Black","Female","US","Less_or_equal_50K",0
"7909",7909,33,118267,12,60,"Self.emp.not.inc","other","Sales","White","Male","US","Less_or_equal_50K",0
"7910",7910,29,266043,5,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7911",7911,23,35633,9,40,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7912",7912,23,74568,10,40,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7913",7913,39,214816,13,60,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7914",7914,43,222971,3,40,"Private","not-married","Machine.op.inspct","White","Female","other","Less_or_equal_50K",0
"7915",7915,31,259425,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"7916",7916,47,212120,9,40,"Self.emp.inc","married","Craft.repair","White","Male","US","More_than_50K",0
"7917",7917,26,245880,9,60,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7918",7918,58,54947,10,55,"Local.gov","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7919",7919,28,161674,9,40,"Private","not-married","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"7920",7920,36,62346,9,40,"Private","married","Craft.repair","Black","Male","US","Less_or_equal_50K",0
"7921",7921,40,227236,9,50,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"7922",7922,19,283033,7,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7923",7923,42,251229,13,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7924",7924,76,199949,5,13,"Private","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"7925",7925,23,305498,11,40,"State.gov","not-married","Tech.support","White","Female","US","Less_or_equal_50K",0
"7926",7926,38,203836,3,40,"Self.emp.not.inc","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7927",7927,33,79440,14,30,"State.gov","not-married","Prof.specialty","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"7928",7928,48,142719,14,40,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"7929",7929,56,119859,10,40,"Private","other","Transport.moving","White","Male","US","More_than_50K",0
"7930",7930,32,141410,9,40,"Private","married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"7931",7931,44,202872,10,25,"Local.gov","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7932",7932,27,198813,9,40,"Private","other","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7933",7933,33,129707,10,50,"Federal.gov","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7934",7934,22,445758,3,40,"Private","not-married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"7935",7935,44,173981,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7936",7936,42,108506,9,60,"Private","married","Transport.moving","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"7937",7937,34,134886,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
